0	0	229	0
8	2	236	0
18	2	237	0
6	2	238	0
7	3	230	0
2	3	236	0
17	3	234	0
4	3	232	0
15	3	229	0
16	3	237	0
1	3	231	0
17	2	235	0
10	3	238	0
14	3	237	0
0	3	229	0
11	3	234	0
18	3	230	0
9	3	235	0
5	3	232	0
19	3	238	0
12	3	236	0
13	3	233	0
6	3	231	0
3	3	233	0
3	2	234	0
8	3	235	0
1	2	232	0
4	2	233	0
2	0	231	0
3	0	232	0
4	0	233	0
5	0	234	0
6	0	235	0
7	0	236	0
8	0	237	0
9	0	238	0
9	1	229	0
10	1	230	0
1	0	230	0
12	1	232	0
11	1	231	0
15	2	230	0
0	2	229	0
16	1	238	0
8	1	237	0
7	2	231	0
14	1	235	0
7	1	234	0
13	1	233	0
15	1	236	0
8	3	231	1
15	2	237	1
22	2	238	1
7	3	233	1
17	3	230	1
4	3	234	1
26	3	238	1
4	2	236	1
23	3	237	1
15	3	235	1
21	3	236	1
18	3	230	1
25	3	238	1
0	3	229	1
11	3	235	1
5	3	237	1
19	3	233	1
24	3	236	1
13	3	234	1
22	3	231	1
20	3	232	1
7	2	235	1
3	3	229	1
18	2	234	1
1	3	232	1
8	2	232	1
20	0	230	1
1	0	231	1
3	0	232	1
4	0	233	1
21	0	234	1
22	0	235	1
5	0	236	1
7	0	237	1
23	0	238	1
24	1	229	1
18	1	230	1
0	0	229	1
25	1	231	1
17	2	231	1
3	2	230	1
0	2	229	1
3	1	238	1
5	1	237	1
1	2	233	1
1	1	235	1
13	1	234	1
11	1	233	1
0	1	232	1
7	1	236	1
4	2	235	2
7	2	236	2
2	2	237	2
19	2	238	2
7	3	233	2
2	3	234	2
17	3	231	2
4	3	232	2
15	3	236	2
8	3	235	2
1	3	230	2
27	3	238	2
3	3	229	2
29	3	238	2
28	3	237	2
6	3	231	2
11	3	236	2
18	3	235	2
5	3	234	2
19	3	232	2
30	3	230	2
13	3	233	2
17	2	234	2
21	3	237	2
0	3	229	2
6	2	233	2
1	2	231	2
30	2	232	2
0	0	229	2
27	0	230	2
1	0	231	2
2	0	232	2
3	0	233	2
21	0	235	2
28	0	236	2
5	0	237	2
6	0	238	2
7	1	229	2
4	0	234	2
1	1	231	2
13	1	232	2
28	1	233	2
8	1	234	2
21	1	235	2
29	1	236	2
30	1	237	2
6	1	238	2
0	2	229	2
11	1	230	2
3	2	230	2
15	3	233	3
4	3	235	3
32	3	231	3
17	3	232	3
7	2	236	3
7	3	234	3
11	2	238	3
4	2	237	3
31	3	236	3
2	3	237	3
1	3	230	3
6	3	234	3
27	3	238	3
14	3	230	3
29	3	233	3
0	3	229	3
11	3	231	3
18	3	237	3
5	3	236	3
24	3	235	3
30	3	232	3
13	3	238	3
15	2	235	3
3	3	229	3
14	2	234	3
31	1	230	3
32	2	232	3
27	0	230	3
1	0	231	3
2	0	232	3
3	0	233	3
4	0	234	3
5	0	235	3
6	0	236	3
7	0	237	3
31	0	238	3
32	1	229	3
17	2	233	3
0	0	229	3
5	1	232	3
7	1	233	3
15	1	234	3
30	1	235	3
1	1	236	3
3	1	237	3
11	1	238	3
0	2	229	3
3	2	230	3
1	2	231	3
14	1	231	3
31	3	235	4
4	3	233	4
33	3	234	4
17	3	232	4
4	2	236	4
7	3	231	4
18	2	238	4
30	2	237	4
8	3	237	4
2	3	236	4
1	3	230	4
11	3	231	4
27	3	238	4
14	3	230	4
0	3	229	4
18	3	233	4
5	3	237	4
24	3	234	4
30	3	232	4
34	3	238	4
13	3	236	4
11	2	235	4
3	3	229	4
17	2	234	4
6	3	235	4
14	2	232	4
0	0	229	4
27	0	230	4
1	0	231	4
2	0	232	4
3	0	233	4
4	0	234	4
6	0	235	4
5	0	236	4
7	0	237	4
31	0	238	4
33	1	229	4
7	2	233	4
34	1	231	4
18	1	232	4
24	1	233	4
14	1	234	4
11	1	235	4
3	1	236	4
17	1	237	4
6	1	238	4
0	2	229	4
3	2	230	4
1	2	231	4
31	1	230	4
38	3	234	5
37	3	235	5
4	3	232	5
33	3	238	5
7	2	235	5
24	2	238	5
5	2	237	5
4	2	236	5
31	3	237	5
7	3	231	5
1	3	230	5
18	3	231	5
21	3	233	5
3	3	229	5
0	3	229	5
11	3	232	5
5	3	233	5
19	3	236	5
24	3	234	5
34	3	238	5
36	3	230	5
13	3	237	5
11	2	234	5
35	3	236	5
6	3	235	5
18	2	233	5
0	2	231	5
36	2	232	5
0	0	229	5
1	0	230	5
3	0	231	5
4	0	232	5
21	0	233	5
36	0	235	5
6	0	236	5
5	0	237	5
7	0	238	5
36	1	229	5
35	0	234	5
18	1	231	5
37	1	230	5
3	2	229	5
19	1	238	5
13	1	237	5
31	1	236	5
1	2	230	5
35	1	234	5
38	1	233	5
21	1	232	5
1	1	235	5
35	3	232	6
35	2	236	6
6	2	237	6
1	2	238	6
17	3	235	6
4	3	234	6
8	3	231	6
1	3	233	6
39	3	230	6
40	3	236	6
3	3	229	6
36	2	235	6
0	3	229	6
11	3	234	6
18	3	230	6
5	3	231	6
24	3	238	6
30	3	235	6
34	3	236	6
36	3	232	6
41	3	237	6
6	3	233	6
27	3	238	6
5	2	234	6
21	3	237	6
39	2	232	6
27	0	230	6
1	0	231	6
3	0	232	6
4	0	233	6
21	0	234	6
35	0	235	6
36	0	236	6
5	0	237	6
6	0	238	6
35	1	229	6
5	1	230	6
0	0	229	6
36	1	231	6
3	1	232	6
4	1	233	6
6	1	234	6
0	1	235	6
18	1	236	6
24	1	237	6
34	1	238	6
0	2	229	6
3	2	230	6
18	2	231	6
8	2	233	6
1	3	230	7
8	3	232	7
42	3	238	7
4	3	236	7
35	2	236	7
7	3	234	7
21	2	238	7
7	2	237	7
35	3	233	7
17	3	231	7
21	3	235	7
11	3	233	7
27	3	237	7
14	3	238	7
43	3	236	7
0	3	229	7
18	3	231	7
19	3	234	7
34	3	237	7
36	3	232	7
13	3	235	7
8	2	235	7
3	3	229	7
17	2	234	7
6	3	230	7
6	2	232	7
0	0	229	7
27	0	230	7
1	0	231	7
3	0	232	7
4	0	233	7
21	0	234	7
35	0	235	7
36	0	236	7
6	0	237	7
42	0	238	7
42	1	229	7
18	2	233	7
1	1	231	7
21	1	232	7
3	1	233	7
17	1	234	7
19	1	235	7
35	1	236	7
43	1	237	7
14	1	238	7
3	2	229	7
1	2	230	7
0	2	231	7
6	1	230	7
42	3	238	8
31	3	233	8
38	3	237	8
4	3	236	8
31	2	235	8
8	2	238	8
45	2	237	8
18	2	236	8
8	3	234	8
7	3	231	8
1	3	230	8
43	3	230	8
35	3	235	8
3	3	229	8
14	3	238	8
28	3	237	8
0	3	229	8
11	3	236	8
18	3	231	8
5	3	235	8
24	3	234	8
6	3	233	8
43	2	234	8
44	3	232	8
45	3	232	8
44	2	233	8
7	2	231	8
0	2	232	8
0	0	229	8
1	0	230	8
3	0	231	8
4	0	232	8
35	0	233	8
28	0	235	8
5	0	236	8
42	0	237	8
44	0	238	8
43	1	229	8
6	0	234	8
24	1	231	8
11	1	230	8
3	2	229	8
38	1	238	8
0	1	237	8
3	1	236	8
1	2	230	8
6	1	234	8
14	1	233	8
35	1	232	8
7	1	235	8
47	3	236	9
7	2	236	9
36	2	237	9
4	2	238	9
7	3	232	9
17	3	231	9
4	3	233	9
15	3	234	9
8	3	235	9
1	3	230	9
3	3	229	9
5	2	235	9
48	3	237	9
0	3	229	9
46	3	237	9
11	3	235	9
18	3	230	9
5	3	232	9
24	3	238	9
30	3	236	9
36	3	233	9
6	3	231	9
27	3	238	9
6	2	234	9
20	3	234	9
18	2	232	9
0	0	229	9
27	0	230	9
20	0	231	9
46	0	232	9
1	0	233	9
3	0	234	9
4	0	235	9
36	0	236	9
6	0	237	9
5	0	238	9
47	1	229	9
17	2	233	9
36	1	231	9
15	1	230	9
3	2	230	9
0	2	229	9
24	1	238	9
30	1	237	9
1	2	231	9
5	1	235	9
6	1	234	9
17	1	233	9
7	1	232	9
27	1	236	9
8	3	238	10
30	2	236	10
38	2	237	10
14	2	238	10
7	3	231	10
4	3	236	10
37	3	235	10
49	3	233	10
38	3	234	10
1	3	232	10
18	3	230	10
3	3	229	10
14	3	232	10
0	3	229	10
11	3	237	10
49	2	235	10
5	3	236	10
19	3	233	10
30	3	231	10
36	3	235	10
6	3	238	10
22	3	234	10
44	3	237	10
18	2	234	10
17	3	230	10
7	2	232	10
0	0	229	10
49	0	230	10
1	0	231	10
3	0	232	10
4	0	233	10
22	0	234	10
36	0	235	10
6	0	236	10
5	0	237	10
7	0	238	10
38	1	229	10
1	2	233	10
3	1	231	10
37	1	232	10
17	1	233	10
7	1	234	10
19	1	235	10
30	1	236	10
18	1	237	10
14	1	238	10
0	2	229	10
3	2	230	10
17	2	231	10
49	1	230	10
8	3	232	11
49	3	238	11
4	3	235	11
17	3	234	11
14	2	235	11
17	2	238	11
11	2	237	11
50	2	236	11
1	3	229	11
7	3	231	11
50	3	233	11
46	3	237	11
3	3	230	11
27	3	237	11
14	3	231	11
0	3	229	11
11	3	232	11
18	3	235	11
9	3	238	11
24	3	234	11
30	3	230	11
13	3	233	11
30	2	234	11
44	3	236	11
6	3	236	11
8	2	233	11
3	2	231	11
0	0	229	11
27	0	230	11
49	0	231	11
46	0	232	11
1	0	233	11
3	0	234	11
4	0	235	11
6	0	236	11
7	0	237	11
44	0	238	11
14	1	229	11
7	2	232	11
49	1	231	11
7	1	232	11
11	1	233	11
24	1	234	11
30	1	235	11
27	1	236	11
6	1	237	11
4	1	238	11
0	2	229	11
1	2	230	11
9	1	230	11
8	3	238	12
38	3	232	12
49	3	235	12
37	3	234	12
38	2	236	12
7	3	230	12
37	2	238	12
4	2	237	12
1	3	231	12
4	3	233	12
44	3	237	12
11	3	231	12
3	3	229	12
14	3	232	12
0	3	229	12
18	3	230	12
19	3	233	12
24	3	235	12
30	3	237	12
36	3	234	12
13	3	236	12
1	2	235	12
21	3	236	12
6	3	238	12
14	2	234	12
7	2	232	12
11	2	233	12
0	0	229	12
49	0	230	12
1	0	231	12
3	0	232	12
4	0	233	12
21	0	234	12
6	0	236	12
7	0	237	12
44	0	238	12
21	1	229	12
36	0	235	12
37	1	231	12
38	1	230	12
3	2	230	12
0	2	229	12
4	1	238	12
30	1	237	12
18	2	231	12
49	1	235	12
36	1	234	12
18	1	233	12
19	1	232	12
6	1	236	12
35	3	238	13
18	2	236	13
19	2	237	13
21	2	238	13
7	3	230	13
4	3	232	13
37	3	231	13
38	3	236	13
8	3	237	13
1	3	234	13
21	3	233	13
4	2	235	13
27	3	235	13
14	3	237	13
0	3	229	13
11	3	231	13
18	3	232	13
9	3	234	13
19	3	233	13
30	3	235	13
34	3	236	13
13	3	238	13
6	3	230	13
3	3	229	13
37	2	234	13
8	1	230	13
7	2	232	13
27	0	230	13
1	0	231	13
3	0	232	13
4	0	233	13
21	0	234	13
35	0	235	13
6	0	236	13
7	0	237	13
30	0	238	13
19	1	229	13
11	2	233	13
0	0	229	13
6	1	232	13
27	1	233	13
21	1	234	13
34	1	235	13
4	1	236	13
11	1	237	13
13	1	238	13
0	2	229	13
6	2	230	13
3	2	231	13
0	1	231	13
50	3	238	14
1	3	230	14
38	3	237	14
49	3	235	14
19	2	237	14
4	3	233	14
7	3	232	14
11	2	238	14
21	3	234	14
37	3	231	14
3	3	229	14
11	3	233	14
14	3	230	14
28	3	236	14
0	3	229	14
18	3	235	14
19	3	232	14
30	3	234	14
36	3	237	14
13	3	238	14
6	3	231	14
4	2	236	14
27	3	236	14
6	2	235	14
14	2	234	14
0	0	229	14
7	2	233	14
27	0	230	14
49	0	231	14
1	0	232	14
3	0	233	14
4	0	234	14
21	0	235	14
6	0	237	14
28	0	238	14
14	1	229	14
19	1	230	14
36	0	236	14
21	1	232	14
30	1	231	14
1	2	231	14
3	2	230	14
0	2	229	14
27	1	238	14
37	2	232	14
38	1	236	14
49	1	235	14
0	1	234	14
3	1	233	14
6	1	237	14
35	3	236	15
7	2	236	15
14	2	237	15
30	2	238	15
51	3	237	15
7	3	233	15
37	3	232	15
23	3	231	15
8	3	238	15
1	3	230	15
21	3	234	15
19	2	235	15
27	3	235	15
25	3	238	15
14	3	232	15
0	3	229	15
11	3	236	15
18	3	235	15
5	3	237	15
19	3	231	15
30	3	233	15
36	3	234	15
6	3	230	15
3	3	229	15
37	2	234	15
0	0	229	15
23	2	232	15
6	2	233	15
27	0	230	15
1	0	231	15
3	0	232	15
21	0	233	15
35	0	234	15
6	0	236	15
5	0	237	15
7	0	238	15
23	1	229	15
35	1	230	15
36	0	235	15
25	1	232	15
5	1	233	15
21	1	234	15
7	1	235	15
18	1	236	15
1	1	237	15
8	1	238	15
0	2	229	15
3	2	230	15
51	1	231	15
1	2	231	15
50	3	237	16
1	3	231	16
49	3	236	16
23	3	235	16
11	2	236	16
52	3	233	16
52	2	238	16
18	2	237	16
35	3	238	16
4	3	232	16
21	3	230	16
13	3	236	16
27	3	234	16
25	3	235	16
14	3	231	16
0	3	229	16
11	3	232	16
18	3	233	16
19	3	234	16
24	3	237	16
30	3	230	16
12	3	238	16
4	2	235	16
3	3	229	16
1	2	234	16
21	2	233	16
14	2	232	16
27	0	230	16
49	0	231	16
1	0	232	16
3	0	233	16
4	0	234	16
21	0	235	16
35	0	236	16
23	0	237	16
30	0	238	16
50	1	229	16
25	1	230	16
0	0	229	16
27	1	232	16
11	1	233	16
30	1	234	16
24	1	235	16
52	1	236	16
13	1	237	16
49	1	238	16
0	2	229	16
3	2	230	16
30	2	231	16
12	1	231	16
1	3	230	17
53	3	234	17
4	3	231	17
17	3	238	17
4	2	236	17
7	3	235	17
19	2	238	17
5	2	237	17
50	3	237	17
2	3	233	17
35	3	236	17
11	3	233	17
3	3	229	17
14	3	229	17
0	3	230	17
5	3	234	17
19	3	235	17
30	3	232	17
54	3	238	17
12	3	231	17
36	3	236	17
11	2	235	17
21	3	232	17
30	2	234	17
13	3	237	17
1	2	232	17
0	0	229	17
1	0	230	17
2	0	231	17
3	0	232	17
4	0	233	17
21	0	234	17
35	0	235	17
36	0	236	17
5	0	237	17
7	0	238	17
12	1	229	17
12	2	233	17
36	1	231	17
5	1	232	17
54	1	233	17
21	1	234	17
