808	2	1141
808	3	147
33	2	685
33	3	147
784	2	1141
784	3	147
38	2	828
38	3	147
477	2	654
477	3	147
102	2	935
102	3	147
47	2	1040
47	3	147
16	2	501
16	3	147
634	2	1141
634	3	147
135	2	992
135	3	147
179	2	191
179	3	147
109	2	912
109	3	147
925	2	306
925	3	147
18	2	800
18	3	147
1124	2	398
1124	3	147
429	2	303
429	3	147
599	2	303
599	3	147
467	2	1219
467	3	147
13	2	304
13	3	147
1126	2	191
1126	3	147
419	2	918
419	3	147
1057	2	924
1057	3	147
1147	2	310
1147	3	147
188	2	150
188	3	147
1191	2	398
1191	3	147
139	2	992
139	3	147
785	2	924
785	3	147
497	2	924
497	3	147
133	2	1219
133	3	147
771	2	1219
771	3	147
166	2	150
166	3	147
991	2	992
991	3	147
1146	2	786
1146	3	147
438	2	1135
438	3	147
1185	2	918
1185	3	147
106	2	843
106	3	147
69	2	954
69	3	147
403	2	918
403	3	147
204	2	1141
204	3	147
308	2	1141
308	3	147
119	2	519
119	3	147
416	2	1040
416	3	147
1183	2	843
1183	3	147
222	2	1141
222	3	147
83	2	180
83	3	147
153	2	1141
153	3	147
57	2	519
57	3	147
500	2	1141
500	3	147
121	2	1140
121	3	147
71	2	180
71	3	147
58	2	180
58	3	147
1144	2	800
1144	3	147
1099	2	1141
1099	3	147
85	2	519
85	3	147
99	2	912
99	3	147
56	2	1093
56	3	147
156	2	1135
156	3	147
103	2	936
103	3	147
55	2	652
55	3	147
134	2	843
134	3	147
963	2	1139
963	3	147
142	2	787
142	3	147
95	2	645
95	3	147
123	2	1141
123	3	147
49	2	1141
49	3	147
1004	2	303
1004	3	147
1048	2	310
1048	3	147
185	2	310
185	3	147
836	2	310
836	3	945
132	2	310
132	3	945
169	2	1094
169	3	945
810	2	310
810	3	945
1127	2	1089
1127	3	945
760	2	39
760	3	945
485	2	310
485	3	945
317	2	310
317	3	945
439	2	918
439	3	945
445	2	915
445	3	945
140	2	310
140	3	945
